ID,EQ_NAME,EQ_NUMBER
AGV01,AGV,AGV01
AGV02,AGV,AGV02
AGV03,AGV,AGV03
AGV05,AGV,AGV05
AGV06,AGV,AGV06
AGV07,AGV,AGV07
AGV08,AGV,AGV08
AGV09,AGV,AGV09
AGV11,AGV,AGV11
AGV12,AGV,AGV12
Charger1,CHAGRE,Charger1
Charger2,CHAGRE,Charger2
Charger3,CHAGRE,Charger3
Charger4,CHAGRE,Charger4
Charger5,CHAGRE,Charger5
Charger6,CHAGRE,Charger6
Charger7,CHAGRE,Charger7
Charger8,CHAGRE,Charger8
Charger9,CHAGRE,Charger9
Charger10,CHAGRE,Charger10
Charger11,CHAGRE,Charger11
